gpt_cq_loc_s,gpt_cq_loc_m,gpt_cq_loc_h,gemini_cq_loc_s,gemini_cq_loc_m,gemini_cq_loc_h,copilot_cq_loc_s,copilot_cq_loc_m,copilot_cq_loc_h,codellama_cq_loc_s,codellama_cq_loc_m,codellama_cq_loc_h
0.2040816326530612,0.0875,0.05,0.1489361702127659,0.0485436893203883,0.0439560439560439,0.05,0.05,0.0495049504950495,0.1343283582089552,0.0114942528735632,0.0
0.3214285714285714,0.04,0.0684931506849315,0.3214285714285714,0.0384615384615384,0.0,0.0416666666666666,0.0,0.0,0.074074074074074,0.0476190476190476,0.0
0.0869565217391304,0.0,0.0909090909090909,0.1,0.0,0.3,0.25,0.0,0.0,0.2857142857142857,0.125,0.2666666666666666
0.04,0.0204081632653061,0.0,0.0666666666666666,0.0,0.1333333333333333,0.0666666666666666,0.1034482758620689,0.0,0.125,0.4545454545454545,0.0
0.0,0.0,0.03125,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.0,0.0581395348837209,0.05,0.125,0.04,0.0,0.0,0.0,0.0454545454545454,0.0,0.0
0.75,0.2,0.0697674418604651,0.5714285714285714,0.5454545454545454,0.0454545454545454,1.0,0.6363636363636364,0.6363636363636364,0.7142857142857143,1.3333333333333333,0.4666666666666667
0.0,0.0,0.0,0.0714285714285714,0.0,0.0689655172413793,0.3333333333333333,0.3,0.0454545454545454,0.0769230769230769,0.0,0.2
0.0952380952380952,0.0434782608695652,0.03125,0.3333333333333333,0.0,0.1739130434782608,0.1052631578947368,0.1,0.0,0.0555555555555555,0.125,0.5714285714285714
0.0,0.1379310344827586,0.0652173913043478,0.0555555555555555,0.0625,0.0434782608695652,0.0,0.0,0.0344827586206896,0.0476190476190476,0.0666666666666666,0.0
0.027027027027027,0.0178571428571428,0.1020408163265306,0.1428571428571428,0.0333333333333333,0.0,0.0526315789473684,0.0277777777777777,0.0,0.0769230769230769,0.0454545454545454,0.0
0.0952380952380952,0.0,0.0,0.1363636363636363,0.0909090909090909,0.0769230769230769,0.08,0.0,0.0434782608695652,0.1153846153846153,0.1111111111111111,0.3076923076923077
0.2857142857142857,0.0,0.0,0.2941176470588235,0.2777777777777778,0.3333333333333333,0.4117647058823529,0.2941176470588235,0.1481481481481481,0.1333333333333333,0.0,0.2307692307692307
0.0303030303030303,0.1515151515151515,0.0571428571428571,0.7,0.3571428571428571,0.5333333333333333,0.0303030303030303,0.0303030303030303,0.0303030303030303,0.3,0.3333333333333333,0.1818181818181818
0.1363636363636363,0.21875,0.0294117647058823,0.0555555555555555,0.0952380952380952,0.074074074074074,0.0,0.1111111111111111,0.0952380952380952,0.1666666666666666,0.0,0.25
0.0555555555555555,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.2142857142857142
0.1071428571428571,0.1142857142857142,0.064516129032258,0.2,0.2,0.1764705882352941,0.04,0.075,0.0909090909090909,0.2222222222222222,0.2307692307692307,0.0
0.0454545454545454,0.1481481481481481,0.073170731707317,0.1666666666666666,0.1666666666666666,0.2142857142857142,0.05,0.04,0.024390243902439,0.2142857142857142,0.0714285714285714,0.3333333333333333
0.25,0.217391304347826,0.0434782608695652,0.3571428571428571,0.25,0.2777777777777778,0.3333333333333333,0.3714285714285714,0.3157894736842105,0.2790697674418604,0.2558139534883721,0.032258064516129
0.0,0.0,0.08,0.125,0.0666666666666666,0.1176470588235294,0.0909090909090909,0.04,0.074074074074074,0.0,0.3333333333333333,0.0909090909090909
0.0,0.0909090909090909,0.0652173913043478,0.375,0.0666666666666666,0.0434782608695652,0.25,0.0,0.1538461538461538,0.0,0.0,0.0833333333333333
0.0,0.0625,0.0,0.1481481481481481,0.1851851851851851,0.1034482758620689,0.0,0.1578947368421052,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037,0.1111111111111111,0.1,0.1
0.0588235294117647,0.0,0.2777777777777778,0.2631578947368421,0.0416666666666666,0.0,0.0666666666666666,0.0454545454545454,0.0869565217391304,0.3529411764705882,0.0909090909090909,0.0
0.0,0.0625,0.2222222222222222,0.1428571428571428,0.0,0.1666666666666666,0.125,0.0,0.0,0.0,0.0,0.0
0.2352941176470588,0.125,0.1538461538461538,0.0476190476190476,0.3,0.15,0.1666666666666666,0.1304347826086956,0.0526315789473684,0.1111111111111111,0.1666666666666666,0.0
0.0869565217391304,0.08,0.0,0.238095238095238,0.1904761904761904,0.125,0.1111111111111111,0.0833333333333333,0.0434782608695652,0.1,0.0,0.0
0.24,0.1081081081081081,0.0512820512820512,0.36,0.1379310344827586,0.1666666666666666,0.24,0.1923076923076923,0.1818181818181818,0.2222222222222222,0.1333333333333333,0.3684210526315789
0.037037037037037,0.064516129032258,0.0,0.1,0.0714285714285714,0.1,0.1578947368421052,0.0357142857142857,0.037037037037037,0.0,0.1176470588235294,0.0
0.0476190476190476,0.1052631578947368,0.0384615384615384,0.0476190476190476,0.3809523809523809,0.0416666666666666,0.0476190476190476,0.0526315789473684,0.0256410256410256,0.125,0.0625,0.125
0.0454545454545454,0.0625,0.0454545454545454,0.08,0.1212121212121212,0.0,0.0909090909090909,0.1290322580645161,0.0434782608695652,0.1702127659574468,0.0277777777777777,0.0
0.0149253731343283,0.0392156862745098,0.0,0.05,0.0454545454545454,0.0344827586206896,0.0512820512820512,0.0,0.04,0.0666666666666666,0.0238095238095238,0.0108695652173913
0.0833333333333333,0.0,0.0555555555555555,0.0833333333333333,0.032258064516129,0.0833333333333333,0.0588235294117647,0.0588235294117647,0.0571428571428571,0.6363636363636364,0.6470588235294118,0.12
0.1,0.0,0.0689655172413793,0.0588235294117647,0.0454545454545454,0.0,0.1666666666666666,0.1,0.0,0.2,0.1,0.1666666666666666
0.0,0.0277777777777777,0.0,0.0,0.0,0.0,0.0294117647058823,0.0294117647058823,0.027027027027027,0.032258064516129,0.032258064516129,0.0
0.1290322580645161,0.0,0.1052631578947368,0.1333333333333333,0.1739130434782608,0.0625,0.1153846153846153,0.0,0.081081081081081,0.0625,0.0,0.1081081081081081
0.0425531914893617,0.0416666666666666,0.0289855072463768,0.0666666666666666,0.0256410256410256,0.037037037037037,0.4444444444444444,0.0277777777777777,0.05,0.5135135135135135,0.34,0.0714285714285714
0.0555555555555555,0.0256410256410256,0.0256410256410256,0.075,0.0,0.0,0.081081081081081,0.027027027027027,0.0,0.125,0.0833333333333333,0.0952380952380952
0.0285714285714285,0.0,0.0,0.0571428571428571,0.027027027027027,0.0408163265306122,0.0263157894736842,0.0566037735849056,0.0,0.0754716981132075,0.06,0.0
0.0689655172413793,0.04,0.0416666666666666,0.12,0.1379310344827586,0.0689655172413793,0.0344827586206896,0.0833333333333333,0.0357142857142857,0.1111111111111111,0.28,0.1428571428571428
0.25,0.08,0.0,0.09375,0.088235294117647,0.1290322580645161,0.0571428571428571,0.0967741935483871,0.09375,0.119047619047619,0.1111111111111111,0.0714285714285714
0.0357142857142857,0.0277777777777777,0.0,0.1111111111111111,0.1111111111111111,0.0416666666666666,0.08,0.1052631578947368,0.0606060606060606,0.0666666666666666,0.0909090909090909,0.0625
0.048780487804878,0.0444444444444444,0.1333333333333333,0.125,0.1875,0.0606060606060606,0.0833333333333333,0.0833333333333333,0.1162790697674418,0.0384615384615384,0.0444444444444444,0.0
0.0526315789473684,0.0869565217391304,0.064516129032258,0.2307692307692307,0.1538461538461538,0.0555555555555555,0.0714285714285714,0.0526315789473684,0.0588235294117647,0.1428571428571428,0.0952380952380952,0.0714285714285714
0.0975609756097561,0.081081081081081,0.0625,0.1,0.0666666666666666,0.0526315789473684,0.0888888888888888,0.0566037735849056,0.0888888888888888,0.25,0.0555555555555555,0.0666666666666666
0.1923076923076923,0.1379310344827586,0.1568627450980392,0.2391304347826087,0.1555555555555555,0.1395348837209302,0.2093023255813953,0.1458333333333333,0.1136363636363636,0.2962962962962963,0.1568627450980392,0.2592592592592592
0.1136363636363636,0.0666666666666666,0.1153846153846153,0.2222222222222222,0.0588235294117647,0.027027027027027,0.0689655172413793,0.0,0.0,0.0333333333333333,0.12,0.0967741935483871
0.2352941176470588,0.1470588235294117,0.0555555555555555,0.1515151515151515,0.1153846153846153,0.03125,0.2058823529411764,0.1764705882352941,0.1470588235294117,0.15,0.1219512195121951,0.0
0.0851063829787234,0.0869565217391304,0.0476190476190476,0.0333333333333333,0.0434782608695652,0.0392156862745098,0.0869565217391304,0.0869565217391304,0.0444444444444444,0.0384615384615384,0.0344827586206896,0.1111111111111111
0.0888888888888888,0.0769230769230769,0.0232558139534883,0.0975609756097561,0.0666666666666666,0.0491803278688524,0.0666666666666666,0.0930232558139534,0.0,0.1,0.073170731707317,0.0689655172413793
0.0851063829787234,0.0416666666666666,0.0,0.1111111111111111,0.1363636363636363,0.0952380952380952,0.0,0.0175438596491228,0.0,0.1875,0.0476190476190476,0.0
0.1014492753623188,0.0126582278481012,0.0158730158730158,0.0779220779220779,0.05,0.0217391304347826,0.0136986301369863,0.0185185185185185,0.0117647058823529,0.1956521739130435,0.0392156862745098,0.0263157894736842
0.0625,0.054054054054054,0.0357142857142857,0.1153846153846153,0.1568627450980392,0.1071428571428571,0.0674157303370786,0.0208333333333333,0.0833333333333333,0.0303030303030303,0.0333333333333333,0.0
0.0555555555555555,0.054054054054054,0.0476190476190476,0.0571428571428571,0.0192307692307692,0.02,0.0714285714285714,0.0416666666666666,0.0,0.0869565217391304,0.125,0.0714285714285714
0.1111111111111111,0.1025641025641025,0.0465116279069767,0.0909090909090909,0.088235294117647,0.1071428571428571,0.0857142857142857,0.054054054054054,0.0256410256410256,0.0606060606060606,0.1276595744680851,0.0
0.0333333333333333,0.0,0.0,0.0833333333333333,0.0444444444444444,0.0,0.0625,0.0714285714285714,0.0333333333333333,0.0588235294117647,0.1538461538461538,0.0
0.0512820512820512,0.0833333333333333,0.2608695652173913,0.25,0.1379310344827586,0.054054054054054,0.1666666666666666,0.1276595744680851,0.0769230769230769,0.0625,0.0689655172413793,0.1428571428571428
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.1428571428571428
0.0,0.0384615384615384,0.0303030303030303,0.0344827586206896,0.04,0.0384615384615384,0.0,0.0344827586206896,0.0,0.2307692307692307,0.1428571428571428,0.064516129032258
0.0,0.0,0.0,0.032258064516129,0.032258064516129,0.0,0.0,0.0,0.0175438596491228,0.3076923076923077,0.0333333333333333,0.0384615384615384
0.4285714285714285,0.2857142857142857,0.3414634146341463,0.4117647058823529,0.5454545454545454,0.2666666666666666,0.375,0.3043478260869565,0.4090909090909091,0.4666666666666667,0.25,0.3333333333333333
0.8888888888888888,0.1111111111111111,0.24,0.625,0.2857142857142857,0.4,0.625,0.2666666666666666,0.1428571428571428,0.2307692307692307,0.1666666666666666,0.1428571428571428
0.6086956521739131,0.2666666666666666,0.2758620689655172,0.4761904761904761,0.3809523809523809,0.4,0.3333333333333333,0.3181818181818182,0.3181818181818182,0.3333333333333333,0.3846153846153846,0.3703703703703703
0.1470588235294117,0.1111111111111111,0.1388888888888889,0.7142857142857143,0.2352941176470588,0.1470588235294117,0.1470588235294117,0.1470588235294117,0.1470588235294117,0.1142857142857142,0.3333333333333333,0.1428571428571428
0.7142857142857143,0.3333333333333333,0.0970873786407767,0.5714285714285714,0.65,0.4705882352941176,0.5,0.4666666666666667,0.4,0.875,0.5454545454545454,0.75
0.2950819672131147,0.2142857142857142,0.1447368421052631,0.6470588235294118,0.216867469879518,0.2054794520547945,0.189873417721519,0.1875,0.1864406779661017,0.1917808219178082,0.1372549019607843,0.1162790697674418
0.4230769230769231,0.2432432432432432,0.2222222222222222,0.5714285714285714,0.1395348837209302,0.42,0.1923076923076923,0.1081081081081081,0.1142857142857142,0.3571428571428571,0.4782608695652174,0.6
0.65,0.4814814814814814,0.1538461538461538,0.3103448275862069,0.5,0.3125,0.5,0.5,0.4761904761904761,0.32,0.2619047619047619,0.1538461538461538
0.7777777777777778,0.5714285714285714,0.2222222222222222,0.4444444444444444,0.5833333333333334,0.5714285714285714,0.8571428571428571,0.7142857142857143,0.625,0.4,0.7142857142857143,0.5555555555555556
0.25,0.2,0.2413793103448276,0.2352941176470588,0.2222222222222222,0.3,0.3636363636363636,0.1764705882352941,0.3333333333333333,0.1428571428571428,0.1428571428571428,0.1428571428571428
0.1111111111111111,0.0652173913043478,0.0,0.4375,0.35,0.5384615384615384,0.5,0.3,0.4166666666666667,0.4444444444444444,0.1379310344827586,0.2857142857142857
0.5263157894736842,0.4576271186440678,0.36,0.44,0.0588235294117647,0.0,0.4615384615384615,0.4871794871794871,0.5,0.8,0.4,0.1636363636363636
0.5185185185185185,0.1929824561403508,0.1830985915492957,0.4210526315789473,0.2121212121212121,0.131578947368421,0.5882352941176471,0.1944444444444444,0.1379310344827586,0.2666666666666666,0.2666666666666666,0.4375
0.2222222222222222,0.4166666666666667,0.4375,0.2105263157894736,0.2592592592592592,0.2962962962962963,0.3333333333333333,0.2631578947368421,0.25,0.2142857142857142,0.3333333333333333,0.2352941176470588
0.5161290322580645,0.6,0.1325301204819277,0.46875,0.8,0.3125,0.6111111111111112,0.2826086956521739,0.2954545454545454,0.4166666666666667,0.1842105263157894,0.1081081081081081
0.5,0.4545454545454545,0.2181818181818181,0.5384615384615384,0.55,0.6363636363636364,0.4545454545454545,0.4545454545454545,0.3125,0.5,0.5,0.3846153846153846
0.375,0.3846153846153846,0.4705882352941176,0.3076923076923077,0.3333333333333333,0.25,0.3333333333333333,0.3333333333333333,0.1666666666666666,0.0,0.8333333333333334,0.3333333333333333
0.7567567567567568,0.3809523809523809,0.2738095238095238,0.4666666666666667,0.2105263157894736,0.3333333333333333,0.7,0.4615384615384615,0.4736842105263157,0.5,0.5,0.3125
0.4545454545454545,0.4545454545454545,0.4166666666666667,0.4705882352941176,0.3333333333333333,0.2727272727272727,0.4,0.4,0.4545454545454545,0.5714285714285714,1.0,0.5714285714285714
0.4347826086956521,0.4347826086956521,0.3076923076923077,0.4166666666666667,0.2857142857142857,0.2727272727272727,0.391304347826087,0.3478260869565217,0.2962962962962963,0.4375,0.4117647058823529,0.3333333333333333
0.4,0.3684210526315789,0.125,0.3333333333333333,0.238095238095238,0.0344827586206896,0.3333333333333333,0.3333333333333333,0.3076923076923077,0.3529411764705882,0.1818181818181818,0.3076923076923077
0.6,0.5454545454545454,0.217391304347826,0.2666666666666666,0.4,0.2068965517241379,0.375,0.3888888888888889,0.1724137931034483,0.1923076923076923,0.4285714285714285,0.5
0.3529411764705882,0.2542372881355932,0.0522388059701492,0.2903225806451613,0.0952380952380952,0.0,0.3333333333333333,0.0172413793103448,0.1125,0.3225806451612903,0.2,0.3181818181818182
0.3529411764705882,0.3488372093023256,0.1967213114754098,0.375,0.2,0.0,0.1428571428571428,0.2580645161290322,0.15,0.2,0.2857142857142857,0.4545454545454545
0.1851851851851851,0.0476190476190476,0.0422535211267605,0.3157894736842105,0.3333333333333333,0.2857142857142857,0.24,0.2307692307692307,0.2222222222222222,0.5,0.3333333333333333,0.1875
0.68,0.3461538461538461,0.3142857142857143,0.4705882352941176,0.4705882352941176,0.4705882352941176,0.2692307692307692,0.16,0.1538461538461538,0.4545454545454545,0.2857142857142857,0.0909090909090909
0.4,0.375,0.2195121951219512,0.6666666666666666,0.4,0.0108695652173913,0.3571428571428571,0.3846153846153846,0.2068965517241379,0.4545454545454545,0.5,0.0
0.4705882352941176,0.2631578947368421,0.2580645161290322,0.2777777777777778,0.3043478260869565,0.3684210526315789,0.3125,0.2352941176470588,0.2941176470588235,0.4444444444444444,0.5,0.3636363636363636
0.1111111111111111,0.1111111111111111,0.0,0.3333333333333333,0.2,0.35,0.0769230769230769,0.3076923076923077,0.2,0.375,0.25,0.0
0.6923076923076923,0.5263157894736842,0.4074074074074074,0.6,0.4090909090909091,0.4285714285714285,0.5714285714285714,0.5882352941176471,0.1923076923076923,0.8,0.7142857142857143,0.5
